"","pid","task","resp","start","version","parA","rt","time_elapsed","sid","block","jitterX","jitterY"
"78107","63d1a20c4420edd8194b69d4","eb",43,30,1,53,"3311",353500,"64de66def93a1f7ff2db43a0",NA,0,0
"7971","63d1a20c4420edd8194b69d4","eb",35,24,1,37,"2430",355955,"64de66def93a1f7ff2db43a0",NA,0,0
"8038","63d1a20c4420edd8194b69d4","eb",31,54,1,36,"3859",359820,"64de66def93a1f7ff2db43a0",NA,0,0
"8138","63d1a20c4420edd8194b69d4","eb",21,24,1,24,"2820",362646,"64de66def93a1f7ff2db43a0",NA,0,0
"87125","63d1a20c4420edd8194b69d4","br",14,-23,2,210,"4229",381087,"64de66def93a1f7ff2db43a0",0,6,22
"88125","63d1a20c4420edd8194b69d4","br",20,-10,2,292,"3994",385087,"64de66def93a1f7ff2db43a0",0,11,30
"89125","63d1a20c4420edd8194b69d4","br",20,-23,2,276,"3995",389088,"64de66def93a1f7ff2db43a0",0,-24,-21
"90125","63d1a20c4420edd8194b69d4","br",18,22,2,291,"2041",391134,"64de66def93a1f7ff2db43a0",0,18,-12
"91125","63d1a20c4420edd8194b69d4","br",17,-1,2,215,"4423",395562,"64de66def93a1f7ff2db43a0",0,21,-18
"92125","63d1a20c4420edd8194b69d4","br",20,-8,2,286,"2647",398218,"64de66def93a1f7ff2db43a0",0,16,1
"93125","63d1a20c4420edd8194b69d4","br",20,24,2,280,"1845",400072,"64de66def93a1f7ff2db43a0",0,7,-1
"94125","63d1a20c4420edd8194b69d4","br",22,-2,2,294,"2896",402975,"64de66def93a1f7ff2db43a0",0,-29,9
"95125","63d1a20c4420edd8194b69d4","br",18,-9,2,265,"2471",405451,"64de66def93a1f7ff2db43a0",0,-2,11
"96125","63d1a20c4420edd8194b69d4","br",27,15,2,287,"3861",409318,"64de66def93a1f7ff2db43a0",0,26,1
"97125","63d1a20c4420edd8194b69d4","br",21,-7,2,216,"2893",412217,"64de66def93a1f7ff2db43a0",0,-10,28
"98125","63d1a20c4420edd8194b69d4","br",21,-25,2,253,"4122",416345,"64de66def93a1f7ff2db43a0",0,17,0
"99101","63d1a20c4420edd8194b69d4","br",19,-18,2,271,"3732",420102,"64de66def93a1f7ff2db43a0",0,-2,-19
"10071","63d1a20c4420edd8194b69d4","br",26,-1,2,291,"2878",422985,"64de66def93a1f7ff2db43a0",0,-11,-27
"10171","63d1a20c4420edd8194b69d4","br",24,0,2,269,"4353",427344,"64de66def93a1f7ff2db43a0",0,-24,-25
"107125","63d1a20c4420edd8194b69d4","pog",325,355,2,347,"3600",447624,"64de66def93a1f7ff2db43a0",0,0,0
"108125","63d1a20c4420edd8194b69d4","pog",329,299,2,367,"3117",450747,"64de66def93a1f7ff2db43a0",0,0,0
"109125","63d1a20c4420edd8194b69d4","pog",280,374,2,315,"3465",454220,"64de66def93a1f7ff2db43a0",0,0,0
"110125","63d1a20c4420edd8194b69d4","pog",320,310,2,348,"2458",456683,"64de66def93a1f7ff2db43a0",0,0,0
"111125","63d1a20c4420edd8194b69d4","pog",301,297,2,325,"1569",458260,"64de66def93a1f7ff2db43a0",0,0,0
"112125","63d1a20c4420edd8194b69d4","pog",326,314,2,352,"2192",460457,"64de66def93a1f7ff2db43a0",0,0,0
"113125","63d1a20c4420edd8194b69d4","pog",293,283,2,315,"2125",462586,"64de66def93a1f7ff2db43a0",0,0,0
"114125","63d1a20c4420edd8194b69d4","pog",353,303,2,371,"3617",466208,"64de66def93a1f7ff2db43a0",0,0,0
"115125","63d1a20c4420edd8194b69d4","pog",309,371,2,336,"3644",469857,"64de66def93a1f7ff2db43a0",0,0,0
"116125","63d1a20c4420edd8194b69d4","pog",301,319,2,336,"3356",473219,"64de66def93a1f7ff2db43a0",0,0,0
"117125","63d1a20c4420edd8194b69d4","pog",330,372,2,363,"3561",476785,"64de66def93a1f7ff2db43a0",0,0,0
"118125","63d1a20c4420edd8194b69d4","pog",279,311,2,316,"2685",479476,"64de66def93a1f7ff2db43a0",0,0,0
"119125","63d1a20c4420edd8194b69d4","pog",305,317,2,339,"2687",482168,"64de66def93a1f7ff2db43a0",0,0,0
"120125","63d1a20c4420edd8194b69d4","pog",318,394,2,352,"3676",485850,"64de66def93a1f7ff2db43a0",0,0,0
"121125","63d1a20c4420edd8194b69d4","pog",299,397,2,336,"3860",489717,"64de66def93a1f7ff2db43a0",0,0,0
"128125","63d1a20c4420edd8194b69d4","eb",47,52,2,36,"4096",513291,"64de66def93a1f7ff2db43a0",NA,0,0
"129125","63d1a20c4420edd8194b69d4","eb",55,41,2,46,"4140",517436,"64de66def93a1f7ff2db43a0",NA,0,0
"130125","63d1a20c4420edd8194b69d4","eb",53,48,2,41,"3860",521302,"64de66def93a1f7ff2db43a0",NA,0,0
"131125","63d1a20c4420edd8194b69d4","eb",38,29,2,28,"3025",524336,"64de66def93a1f7ff2db43a0",NA,0,0
"132125","63d1a20c4420edd8194b69d4","eb",42,42,2,30,"2139",526482,"64de66def93a1f7ff2db43a0",NA,0,0
"133125","63d1a20c4420edd8194b69d4","eb",61,31,2,53,"3939",530429,"64de66def93a1f7ff2db43a0",NA,0,0
"134125","63d1a20c4420edd8194b69d4","eb",62,40,2,53,"4719",535156,"64de66def93a1f7ff2db43a0",NA,0,0
"135125","63d1a20c4420edd8194b69d4","eb",58,54,2,48,"5040",540203,"64de66def93a1f7ff2db43a0",NA,0,0
"136125","63d1a20c4420edd8194b69d4","eb",63,37,2,52,"3846",544056,"64de66def93a1f7ff2db43a0",NA,0,0
"137125","63d1a20c4420edd8194b69d4","eb",61,46,2,53,"4080",548141,"64de66def93a1f7ff2db43a0",NA,0,0
"138125","63d1a20c4420edd8194b69d4","eb",58,30,2,52,"4296",552442,"64de66def93a1f7ff2db43a0",NA,0,0
"139125","63d1a20c4420edd8194b69d4","eb",45,44,2,34,"3793",556239,"64de66def93a1f7ff2db43a0",NA,0,0
"140105","63d1a20c4420edd8194b69d4","eb",64,52,2,53,"3034",559279,"64de66def93a1f7ff2db43a0",NA,0,0
"14175","63d1a20c4420edd8194b69d4","eb",58,32,2,45,"3668",562956,"64de66def93a1f7ff2db43a0",NA,0,0
"14256","63d1a20c4420edd8194b69d4","eb",56,28,2,43,"2867",565830,"64de66def93a1f7ff2db43a0",NA,0,0
"149125","63d1a20c4420edd8194b69d4","pz",32,20,1,33,"3536",588520,"64de66def93a1f7ff2db43a0",1,NA,NA
"150125","63d1a20c4420edd8194b69d4","pz",56,32,1,59,"3086",591611,"64de66def93a1f7ff2db43a0",1,NA,NA
"151125","63d1a20c4420edd8194b69d4","pz",56,20,1,55,"3185",594802,"64de66def93a1f7ff2db43a0",1,NA,NA
"152125","63d1a20c4420edd8194b69d4","pz",54,51,1,57,"3050",597861,"64de66def93a1f7ff2db43a0",1,NA,NA
"153125","63d1a20c4420edd8194b69d4","pz",29,29,1,27,"1300",599166,"64de66def93a1f7ff2db43a0",1,NA,NA
"154125","63d1a20c4420edd8194b69d4","pz",24,52,1,22,"3106",602282,"64de66def93a1f7ff2db43a0",1,NA,NA
"155125","63d1a20c4420edd8194b69d4","pz",33,25,1,29,"3906",606197,"64de66def93a1f7ff2db43a0",1,NA,NA
"156125","63d1a20c4420edd8194b69d4","pz",55,28,1,57,"4296",610505,"64de66def93a1f7ff2db43a0",1,NA,NA
"157125","63d1a20c4420edd8194b69d4","pz",22,47,1,21,"4467",614977,"64de66def93a1f7ff2db43a0",1,NA,NA
"158125","63d1a20c4420edd8194b69d4","pz",23,52,1,21,"3474",618457,"64de66def93a1f7ff2db43a0",1,NA,NA
"159113","63d1a20c4420edd8194b69d4","pz",37,45,1,38,"3601",622064,"64de66def93a1f7ff2db43a0",1,NA,NA
"160101","63d1a20c4420edd8194b69d4","pz",58,35,1,59,"3252",625324,"64de66def93a1f7ff2db43a0",1,NA,NA
"16171","63d1a20c4420edd8194b69d4","pz",47,38,1,52,"4417",629767,"64de66def93a1f7ff2db43a0",1,NA,NA
"16238","63d1a20c4420edd8194b69d4","pz",55,50,1,55,"2831",632607,"64de66def93a1f7ff2db43a0",1,NA,NA
"16313","63d1a20c4420edd8194b69d4","pz",37,53,1,38,"2980",635592,"64de66def93a1f7ff2db43a0",1,NA,NA
"168110","63d1a20c4420edd8194b69d4","zol",-1.26,0.26,2,NA,"4336",651592,"64de66def93a1f7ff2db43a0",1,25,4
"169125","63d1a20c4420edd8194b69d4","zol",-1.34,-0.36,2,NA,"6406",658006,"64de66def93a1f7ff2db43a0",1,5,-30
"170125","63d1a20c4420edd8194b69d4","zol",-1.66,0.36,2,NA,"5096",663113,"64de66def93a1f7ff2db43a0",1,-25,-2
"171125","63d1a20c4420edd8194b69d4","zol",-0.75,-0.15,2,NA,"5771",668895,"64de66def93a1f7ff2db43a0",1,-7,6
"172125","63d1a20c4420edd8194b69d4","zol",-1.12,-0.18,2,NA,"7059",675961,"64de66def93a1f7ff2db43a0",1,13,-12
"173125","63d1a20c4420edd8194b69d4","zol",-1.34,-0.36,2,NA,"3924",679893,"64de66def93a1f7ff2db43a0",1,4,29
"174125","63d1a20c4420edd8194b69d4","zol",-1.8,-0.4,2,NA,"3341",683241,"64de66def93a1f7ff2db43a0",1,3,23
"175125","63d1a20c4420edd8194b69d4","zol",-2.19,-0.21,2,NA,"5104",688352,"64de66def93a1f7ff2db43a0",1,-12,-6
"176125","63d1a20c4420edd8194b69d4","zol",-0.65,0.45,2,NA,"3099",691477,"64de66def93a1f7ff2db43a0",1,-1,-10
"177125","63d1a20c4420edd8194b69d4","zol",-1.22,-0.58,2,NA,"3148",694633,"64de66def93a1f7ff2db43a0",1,20,-27
"178125","63d1a20c4420edd8194b69d4","zol",-2.12,0.12,2,NA,"2538",697183,"64de66def93a1f7ff2db43a0",1,-21,-13
"179113","63d1a20c4420edd8194b69d4","zol",-2.29,0.09,2,NA,"2602",699796,"64de66def93a1f7ff2db43a0",1,-24,23
"18083","63d1a20c4420edd8194b69d4","zol",-1.77,-0.63,2,NA,"3234",703040,"64de66def93a1f7ff2db43a0",1,24,22
"18168","63d1a20c4420edd8194b69d4","zol",-1.81,-0.19,2,NA,"2599",705650,"64de66def93a1f7ff2db43a0",1,-6,13
"18232","63d1a20c4420edd8194b69d4","zol",-1.39,-0.71,2,NA,"2283",707945,"64de66def93a1f7ff2db43a0",1,-8,19
"18675","63d1a20c4420edd8194b69d4","br",-13,18,1,213,"6978",722157,"64de66def93a1f7ff2db43a0",1,-21,27
"18794","63d1a20c4420edd8194b69d4","br",-17,-27,1,281,"2718",724880,"64de66def93a1f7ff2db43a0",1,-16,6
"188125","63d1a20c4420edd8194b69d4","br",-17,6,1,272,"4422",729311,"64de66def93a1f7ff2db43a0",1,-9,8
"189125","63d1a20c4420edd8194b69d4","br",-17,-29,1,300,"2713",732030,"64de66def93a1f7ff2db43a0",1,19,-30
"190125","63d1a20c4420edd8194b69d4","br",-16,-28,1,284,"2455",734490,"64de66def93a1f7ff2db43a0",1,-16,22
"191125","63d1a20c4420edd8194b69d4","br",-10,22,1,207,"5316",739813,"64de66def93a1f7ff2db43a0",1,-4,11
"192125","63d1a20c4420edd8194b69d4","br",-19,-17,1,274,"3376",743195,"64de66def93a1f7ff2db43a0",1,-1,-30
"193125","63d1a20c4420edd8194b69d4","br",-18,-25,1,204,"2891",746092,"64de66def93a1f7ff2db43a0",1,-7,12
"194125","63d1a20c4420edd8194b69d4","br",-14,7,1,230,"3855",749954,"64de66def93a1f7ff2db43a0",1,-25,25
"195125","63d1a20c4420edd8194b69d4","br",-17,21,1,277,"2972",752937,"64de66def93a1f7ff2db43a0",1,2,-10
"196125","63d1a20c4420edd8194b69d4","br",-16,-24,1,215,"3455",756401,"64de66def93a1f7ff2db43a0",1,-10,-15
"197125","63d1a20c4420edd8194b69d4","br",-16,23,1,219,"3791",760215,"64de66def93a1f7ff2db43a0",1,-27,19
"198125","63d1a20c4420edd8194b69d4","br",-13,20,1,213,"3420",763641,"64de66def93a1f7ff2db43a0",1,-18,21
"199125","63d1a20c4420edd8194b69d4","br",-15,-4,1,250,"3708",767354,"64de66def93a1f7ff2db43a0",1,-28,4
"20081","63d1a20c4420edd8194b69d4","br",-19,-30,1,271,"3315",770678,"64de66def93a1f7ff2db43a0",1,9,-21
"206125","63d1a20c4420edd8194b69d4","pog",214,150,1,171,"4215",791727,"64de66def93a1f7ff2db43a0",1,0,0
"207125","63d1a20c4420edd8194b69d4","pog",204,148,1,165,"3251",794985,"64de66def93a1f7ff2db43a0",1,0,0
"208125","63d1a20c4420edd8194b69d4","pog",166,138,1,133,"2977",797970,"64de66def93a1f7ff2db43a0",1,0,0
"209125","63d1a20c4420edd8194b69d4","pog",201,167,1,161,"3240",801221,"64de66def93a1f7ff2db43a0",1,0,0
"210125","63d1a20c4420edd8194b69d4","pog",221,159,1,180,"3549",804777,"64de66def93a1f7ff2db43a0",1,0,0
"211125","63d1a20c4420edd8194b69d4","pog",192,196,1,169,"1317",806099,"64de66def93a1f7ff2db43a0",1,0,0
"212125","63d1a20c4420edd8194b69d4","pog",169,175,1,143,"1839",807943,"64de66def93a1f7ff2db43a0",1,0,0
"213125","63d1a20c4420edd8194b69d4","pog",171,171,1,144,"643",808591,"64de66def93a1f7ff2db43a0",1,0,0
"214125","63d1a20c4420edd8194b69d4","pog",227,121,1,191,"5011",813606,"64de66def93a1f7ff2db43a0",1,0,0
"215125","63d1a20c4420edd8194b69d4","pog",234,144,1,187,"4792",818406,"64de66def93a1f7ff2db43a0",1,0,0
"216125","63d1a20c4420edd8194b69d4","pog",233,161,1,187,"3872",822286,"64de66def93a1f7ff2db43a0",1,0,0
"217125","63d1a20c4420edd8194b69d4","pog",246,154,1,199,"3925",826220,"64de66def93a1f7ff2db43a0",1,0,0
"218125","63d1a20c4420edd8194b69d4","pog",160,180,1,122,"3394",829621,"64de66def93a1f7ff2db43a0",1,0,0
"219125","63d1a20c4420edd8194b69d4","pog",189,177,1,151,"3776",833418,"64de66def93a1f7ff2db43a0",1,0,0
"220125","63d1a20c4420edd8194b69d4","pog",217,195,1,179,"3036",836464,"64de66def93a1f7ff2db43a0",1,0,0
"2278","63d45eb3b02798ba45f00225","br",18,9,2,226,"3540",136889,"64e50f452cdd0eb1e16f2c7a",0,19,-1
"2378","63d45eb3b02798ba45f00225","br",19,16,2,210,"6868",143764,"64e50f452cdd0eb1e16f2c7a",0,10,-25
"24100","63d45eb3b02798ba45f00225","br",18,-2,2,239,"4369",148137,"64e50f452cdd0eb1e16f2c7a",0,-13,-25
"25126","63d45eb3b02798ba45f00225","br",20,25,2,215,"3863",152004,"64e50f452cdd0eb1e16f2c7a",0,-3,-5
"26126","63d45eb3b02798ba45f00225","br",24,-6,2,292,"7835",159845,"64e50f452cdd0eb1e16f2c7a",0,20,17
"27126","63d45eb3b02798ba45f00225","br",23,30,2,208,"5629",165477,"64e50f452cdd0eb1e16f2c7a",0,2,27
"28126","63d45eb3b02798ba45f00225","br",23,12,2,252,"3273",168754,"64e50f452cdd0eb1e16f2c7a",0,3,-18
"29126","63d45eb3b02798ba45f00225","br",24,17,2,282,"4012",172767,"64e50f452cdd0eb1e16f2c7a",0,11,-7
"30126","63d45eb3b02798ba45f00225","br",18,2,2,296,"3153",175924,"64e50f452cdd0eb1e16f2c7a",0,7,20
"31126","63d45eb3b02798ba45f00225","br",20,10,2,205,"4631",180558,"64e50f452cdd0eb1e16f2c7a",0,-27,-20
"32126","63d45eb3b02798ba45f00225","br",23,19,2,206,"5401",185963,"64e50f452cdd0eb1e16f2c7a",0,3,-16
"33126","63d45eb3b02798ba45f00225","br",23,9,2,282,"6309",192276,"64e50f452cdd0eb1e16f2c7a",0,-14,-26
"34126","63d45eb3b02798ba45f00225","br",19,-19,2,236,"5863",198143,"64e50f452cdd0eb1e16f2c7a",0,29,18
"35126","63d45eb3b02798ba45f00225","br",18,-5,2,253,"3656",201803,"64e50f452cdd0eb1e16f2c7a",0,9,-24
"36126","63d45eb3b02798ba45f00225","br",22,27,2,225,"3749",205558,"64e50f452cdd0eb1e16f2c7a",0,-17,24
"4476","63d45eb3b02798ba45f00225","eb",44,28,1,52,"5826",245867,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"45113","63d45eb3b02798ba45f00225","eb",42,46,1,46,"7075",252947,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"46113","63d45eb3b02798ba45f00225","eb",49,30,1,53,"5929",258881,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"47126","63d45eb3b02798ba45f00225","eb",40,28,1,42,"4270",263155,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"48126","63d45eb3b02798ba45f00225","eb",43,54,1,48,"5850",269010,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"49126","63d45eb3b02798ba45f00225","eb",30,46,1,33,"5683",274700,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"50126","63d45eb3b02798ba45f00225","eb",27,25,1,28,"6392",281096,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"51126","63d45eb3b02798ba45f00225","eb",38,38,1,41,"null",289111,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"52126","63d45eb3b02798ba45f00225","eb",27,27,1,45,"117",289232,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"53126","63d45eb3b02798ba45f00225","eb",21,26,1,24,"4715",293951,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"54126","63d45eb3b02798ba45f00225","eb",40,25,1,44,"6863",300819,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"55126","63d45eb3b02798ba45f00225","eb",39,34,1,42,"4995",305818,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"56126","63d45eb3b02798ba45f00225","eb",42,33,1,47,"3564",309386,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"5784","63d45eb3b02798ba45f00225","eb",28,30,1,32,"4944",314334,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"5884","63d45eb3b02798ba45f00225","eb",41,32,1,48,"2793",317132,"64e50f452cdd0eb1e16f2c7a",NA,0,0
"6454","63d45eb3b02798ba45f00225","zol",-2.25,0.65,2,NA,"4914",350987,"64e50f452cdd0eb1e16f2c7a",0,-10,5
"6587","63d45eb3b02798ba45f00225","zol",-1.44,0.14,2,NA,"5771",356763,"64e50f452cdd0eb1e16f2c7a",0,-13,20
"6687","63d45eb3b02798ba45f00225","zol",-1.48,0.28,2,NA,"5525",362294,"64e50f452cdd0eb1e16f2c7a",0,21,29
"67126","63d45eb3b02798ba45f00225","zol",-1.34,0.14,2,NA,"3329",365632,"64e50f452cdd0eb1e16f2c7a",0,25,5
"68126","63d45eb3b02798ba45f00225","zol",-1.35,0.55,2,NA,"2743",368382,"64e50f452cdd0eb1e16f2c7a",0,-16,20
"69126","63d45eb3b02798ba45f00225","zol",-2.21,-0.19,2,NA,"5165",373554,"64e50f452cdd0eb1e16f2c7a",0,-23,12
"70126","63d45eb3b02798ba45f00225","zol",-1.83,0.43,2,NA,"null",381568,"64e50f452cdd0eb1e16f2c7a",0,15,4
"71126","63d45eb3b02798ba45f00225","zol",-3.75,0.45,2,NA,"null",389578,"64e50f452cdd0eb1e16f2c7a",0,-27,-17
"72126","63d45eb3b02798ba45f00225","zol",-0.91,-0.49,2,NA,"5137",394724,"64e50f452cdd0eb1e16f2c7a",0,-29,-7
"73126","63d45eb3b02798ba45f00225","zol",-1.46,-0.74,2,NA,"2879",397609,"64e50f452cdd0eb1e16f2c7a",0,1,-13
"74126","63d45eb3b02798ba45f00225","zol",-1.24,-0.46,2,NA,"1929",399543,"64e50f452cdd0eb1e16f2c7a",0,-3,22
"75126","63d45eb3b02798ba45f00225","zol",-1.38,-0.02,2,NA,"1943",401491,"64e50f452cdd0eb1e16f2c7a",0,23,-24
"76126","63d45eb3b02798ba45f00225","zol",-1.71,0.71,2,NA,"2129",403624,"64e50f452cdd0eb1e16f2c7a",0,-9,9
"77108","63d45eb3b02798ba45f00225","zol",-1.31,-0.29,2,NA,"1818",405447,"64e50f452cdd0eb1e16f2c7a",0,22,-10
"78108","63d45eb3b02798ba45f00225","zol",-2.4,0.3,2,NA,"4989",410443,"64e50f452cdd0eb1e16f2c7a",0,-23,10
"8424","63d45eb3b02798ba45f00225","pog",361,367,2,374,"3167",435983,"64e50f452cdd0eb1e16f2c7a",0,0,0
"8554","63d45eb3b02798ba45f00225","pog",338,354,2,334,"2985",438973,"64e50f452cdd0eb1e16f2c7a",0,0,0
"8654","63d45eb3b02798ba45f00225","pog",300,336,2,303,"4043",443020,"64e50f452cdd0eb1e16f2c7a",0,0,0
"87126","63d45eb3b02798ba45f00225","pog",367,327,2,380,"6465",449490,"64e50f452cdd0eb1e16f2c7a",0,0,0
"88126","63d45eb3b02798ba45f00225","pog",328,390,2,341,"4406",453900,"64e50f452cdd0eb1e16f2c7a",0,0,0
"89126","63d45eb3b02798ba45f00225","pog",281,315,2,304,"3548",457454,"64e50f452cdd0eb1e16f2c7a",0,0,0
"90126","63d45eb3b02798ba45f00225","pog",325,325,2,332,"1926",459385,"64e50f452cdd0eb1e16f2c7a",0,0,0
"91126","63d45eb3b02798ba45f00225","pog",316,396,2,320,"7533",466932,"64e50f452cdd0eb1e16f2c7a",0,0,0
"92126","63d45eb3b02798ba45f00225","pog",336,344,2,337,"2007",468943,"64e50f452cdd0eb1e16f2c7a",0,0,0
"93126","63d45eb3b02798ba45f00225","pog",345,385,2,327,"2545",471483,"64e50f452cdd0eb1e16f2c7a",0,0,0
"94126","63d45eb3b02798ba45f00225","pog",335,335,2,313,"1767",473253,"64e50f452cdd0eb1e16f2c7a",0,0,0
"95126","63d45eb3b02798ba45f00225","pog",294,384,2,300,"3899",477156,"64e50f452cdd0eb1e16f2c7a",0,0,0
"96126","63d45eb3b02798ba45f00225","pog",327,327,2,320,"879",478038,"64e50f452cdd0eb1e16f2c7a",0,0,0
"97126","63d45eb3b02798ba45f00225","pog",324,280,2,345,"6522",484563,"64e50f452cdd0eb1e16f2c7a",0,0,0
"98126","63d45eb3b02798ba45f00225","pog",303,377,2,313,"5606",490175,"64e50f452cdd0eb1e16f2c7a",0,0,0
"107126","63d45eb3b02798ba45f00225","pz",77,52,1,58,"6539",532445,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"108126","63d45eb3b02798ba45f00225","pz",60,28,1,44,"3243",535693,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"109126","63d45eb3b02798ba45f00225","pz",78,56,1,54,"4350",540046,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"110126","63d45eb3b02798ba45f00225","pz",112,49,1,58,"7443",547493,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"111126","63d45eb3b02798ba45f00225","pz",121,42,1,60,"5964",553461,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"112126","63d45eb3b02798ba45f00225","pz",45,45,1,24,"1679",555144,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"113126","63d45eb3b02798ba45f00225","pz",90,37,1,44,"6157",561305,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"114126","63d45eb3b02798ba45f00225","pz",66,58,1,33,"3397",564709,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"115126","63d45eb3b02798ba45f00225","pz",103,53,1,55,"4541",569255,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"116126","63d45eb3b02798ba45f00225","pz",73,43,1,33,"2821",572092,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"117126","63d45eb3b02798ba45f00225","pz",56,56,1,28,"1848",573945,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"118126","63d45eb3b02798ba45f00225","pz",119,29,1,59,"5931",579880,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"119126","63d45eb3b02798ba45f00225","pz",49,38,1,25,"2686",582570,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"120126","63d45eb3b02798ba45f00225","pz",88,57,1,41,"4270",586845,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"121126","63d45eb3b02798ba45f00225","pz",48,41,1,23,"1860",588709,"64e50f452cdd0eb1e16f2c7a",0,NA,NA
"12650","63d45eb3b02798ba45f00225","zol",1.24,-0.64,1,NA,"4125",609276,"64e50f452cdd0eb1e16f2c7a",1,2,19
"12769","63d45eb3b02798ba45f00225","zol",2.08,0.12,1,NA,"2713",611997,"64e50f452cdd0eb1e16f2c7a",1,13,18
"128126","63d45eb3b02798ba45f00225","zol",2.05,-0.65,1,NA,"2647",614649,"64e50f452cdd0eb1e16f2c7a",1,11,23
"129126","63d45eb3b02798ba45f00225","zol",1.17,0.53,1,NA,"2685",617339,"64e50f452cdd0eb1e16f2c7a",1,-22,24
"130126","63d45eb3b02798ba45f00225","zol",1.77,-0.57,1,NA,"2561",619904,"64e50f452cdd0eb1e16f2c7a",1,20,-30
"131126","63d45eb3b02798ba45f00225","zol",1.26,-0.26,1,NA,"2882",622791,"64e50f452cdd0eb1e16f2c7a",1,-27,-30
"132126","63d45eb3b02798ba45f00225","zol",1.93,-0.13,1,NA,"4192",626990,"64e50f452cdd0eb1e16f2c7a",1,20,23
"133126","63d45eb3b02798ba45f00225","zol",1.16,0.64,1,NA,"2504",629501,"64e50f452cdd0eb1e16f2c7a",1,6,-24
"134126","63d45eb3b02798ba45f00225","zol",1.54,0.16,1,NA,"2709",632216,"64e50f452cdd0eb1e16f2c7a",1,-17,-29
"135126","63d45eb3b02798ba45f00225","zol",0.92,0.58,1,NA,"1844",634064,"64e50f452cdd0eb1e16f2c7a",1,-10,18
"136126","63d45eb3b02798ba45f00225","zol",0.85,-0.35,1,NA,"3132",637201,"64e50f452cdd0eb1e16f2c7a",1,-27,3
"137126","63d45eb3b02798ba45f00225","zol",0.98,0.02,1,NA,"2998",640204,"64e50f452cdd0eb1e16f2c7a",1,-12,20
"138126","63d45eb3b02798ba45f00225","zol",1.38,-0.58,1,NA,"1881",642090,"64e50f452cdd0eb1e16f2c7a",1,-23,-15
"139126","63d45eb3b02798ba45f00225","zol",0.62,0.68,1,NA,"6359",648454,"64e50f452cdd0eb1e16f2c7a",1,26,29
"140106","63d45eb3b02798ba45f00225","zol",1.18,0.32,1,NA,"2133",650593,"64e50f452cdd0eb1e16f2c7a",1,-28,14
"14654","63d45eb3b02798ba45f00225","pog",137,135,1,120,"2316",673100,"64e50f452cdd0eb1e16f2c7a",1,0,0
"14787","63d45eb3b02798ba45f00225","pog",173,161,1,166,"2331",675434,"64e50f452cdd0eb1e16f2c7a",1,0,0
"148112","63d45eb3b02798ba45f00225","pog",182,150,1,165,"3036",678473,"64e50f452cdd0eb1e16f2c7a",1,0,0
"149126","63d45eb3b02798ba45f00225","pog",155,161,1,131,"2472",680948,"64e50f452cdd0eb1e16f2c7a",1,0,0
"150126","63d45eb3b02798ba45f00225","pog",168,142,1,148,"2936",683889,"64e50f452cdd0eb1e16f2c7a",1,0,0
"151126","63d45eb3b02798ba45f00225","pog",181,209,1,157,"3173",687065,"64e50f452cdd0eb1e16f2c7a",1,0,0
"152126","63d45eb3b02798ba45f00225","pog",140,130,1,124,"2281",689350,"64e50f452cdd0eb1e16f2c7a",1,0,0
"153126","63d45eb3b02798ba45f00225","pog",193,167,1,179,"3159",692513,"64e50f452cdd0eb1e16f2c7a",1,0,0
"154126","63d45eb3b02798ba45f00225","pog",213,117,1,187,"3487",696005,"64e50f452cdd0eb1e16f2c7a",1,0,0
"155126","63d45eb3b02798ba45f00225","pog",162,122,1,134,"2334",698342,"64e50f452cdd0eb1e16f2c7a",1,0,0
"156126","63d45eb3b02798ba45f00225","pog",161,189,1,129,"2104",700450,"64e50f452cdd0eb1e16f2c7a",1,0,0
"157126","63d45eb3b02798ba45f00225","pog",178,102,1,143,"2506",702959,"64e50f452cdd0eb1e16f2c7a",1,0,0
