"X","task","resp","start","version","parA","rt","time_elapsed","sid","block","jitterX","jitterY","sub","trial","y"
19370,"br",-12,28,1,291,4244,826881,"64de82d7d717e2402e9e181d",2,18,18,70,9,0.0412371134020619
19470,"br",-18,9,1,233,4472,831358,"64de82d7d717e2402e9e181d",2,3,-18,70,10,0.0772532188841202
19570,"br",-19,7,1,268,4221,835584,"64de82d7d717e2402e9e181d",2,-16,13,70,11,0.0708955223880597
19670,"br",-15,-20,1,264,2944,838534,"64de82d7d717e2402e9e181d",2,-5,8,70,12,0.0568181818181818
19770,"br",-11,11,1,275,4896,843436,"64de82d7d717e2402e9e181d",2,-11,-19,70,13,0.04
19870,"br",-15,-28,1,268,4105,847548,"64de82d7d717e2402e9e181d",2,-14,-4,70,14,0.0559701492537313
19970,"br",-15,25,1,250,5381,852935,"64de82d7d717e2402e9e181d",2,18,28,70,15,0.06
20670,"eb",46,32,1,52,3133,875036,"64de82d7d717e2402e9e181d",2,0,0,70,1,0.115384615384615
20770,"eb",38,50,1,43,2235,877277,"64de82d7d717e2402e9e181d",2,0,0,70,2,0.116279069767442
20870,"eb",46,50,1,49,2282,879565,"64de82d7d717e2402e9e181d",2,0,0,70,3,0.0612244897959184
20970,"eb",23,26,1,26,3097,882667,"64de82d7d717e2402e9e181d",2,0,0,70,4,0.115384615384615
21070,"eb",29,46,1,34,4527,887202,"64de82d7d717e2402e9e181d",2,0,0,70,5,0.147058823529412
21170,"eb",28,46,1,30,2974,890182,"64de82d7d717e2402e9e181d",2,0,0,70,6,0.0666666666666667
21270,"eb",25,39,1,28,3194,893381,"64de82d7d717e2402e9e181d",2,0,0,70,7,0.107142857142857
21370,"eb",55,49,1,54,2341,895727,"64de82d7d717e2402e9e181d",2,0,0,70,8,-0.0185185185185185
21470,"eb",37,50,1,32,2635,898369,"64de82d7d717e2402e9e181d",2,0,0,70,9,-0.15625
21570,"eb",24,26,1,24,2449,900825,"64de82d7d717e2402e9e181d",2,0,0,70,10,0
21670,"eb",42,24,1,38,3937,904769,"64de82d7d717e2402e9e181d",2,0,0,70,11,-0.105263157894737
21770,"eb",42,24,1,41,6093,910868,"64de82d7d717e2402e9e181d",2,0,0,70,12,-0.024390243902439
21870,"eb",36,47,1,37,2248,913122,"64de82d7d717e2402e9e181d",2,0,0,70,13,0.027027027027027
21970,"eb",24,50,1,27,3755,916884,"64de82d7d717e2402e9e181d",2,0,0,70,14,0.111111111111111
22070,"eb",27,24,1,28,3420,920311,"64de82d7d717e2402e9e181d",2,0,0,70,15,0.0357142857142857
2454,"eb",34,38,1,37,4964,157708,"64de7c1dc02bea47129e17e3",1,0,0,71,1,0.0810810810810811
2571,"eb",50,28,1,53,6594,164302,"64de7c1dc02bea47129e17e3",1,0,0,71,2,0.0566037735849057
2671,"eb",25,35,1,25,5701,170005,"64de7c1dc02bea47129e17e3",1,0,0,71,3,0
2771,"eb",33,24,1,36,5560,175566,"64de7c1dc02bea47129e17e3",1,0,0,71,4,0.0833333333333333
2871,"eb",28,52,1,30,7317,182884,"64de7c1dc02bea47129e17e3",1,0,0,71,5,0.0666666666666667
2971,"eb",27,27,1,28,4488,187373,"64de7c1dc02bea47129e17e3",1,0,0,71,6,0.0357142857142857
3071,"eb",29,47,1,30,7275,194650,"64de7c1dc02bea47129e17e3",1,0,0,71,7,0.0333333333333333
3171,"eb",34,24,1,34,4705,199357,"64de7c1dc02bea47129e17e3",1,0,0,71,8,0
3271,"eb",40,49,1,42,6683,206042,"64de7c1dc02bea47129e17e3",1,0,0,71,9,0.0476190476190476
3371,"eb",49,38,1,52,5876,211920,"64de7c1dc02bea47129e17e3",1,0,0,71,10,0.0576923076923077
3471,"eb",24,45,1,27,5514,217436,"64de7c1dc02bea47129e17e3",1,0,0,71,11,0.111111111111111
3571,"eb",47,52,1,51,5687,223125,"64de7c1dc02bea47129e17e3",1,0,0,71,12,0.0784313725490196
3671,"eb",47,54,1,47,4409,227534,"64de7c1dc02bea47129e17e3",1,0,0,71,13,0
3734,"eb",41,33,1,44,6467,234002,"64de7c1dc02bea47129e17e3",1,0,0,71,14,0.0681818181818182
3834,"eb",25,50,1,25,7700,241704,"64de7c1dc02bea47129e17e3",1,0,0,71,15,0
4439,"zol",2.16,-0.36,1,NA,8000,294882,"64de7c1dc02bea47129e17e3",1,-3,2,71,1,2.16
4561,"zol",1.99,-0.69,1,NA,5798,300681,"64de7c1dc02bea47129e17e3",1,-13,-26,71,2,1.99
4661,"zol",1.46,0.14,1,NA,5384,306067,"64de7c1dc02bea47129e17e3",1,-21,-10,71,3,1.46
4771,"zol",2.21,-0.41,1,NA,5204,311274,"64de7c1dc02bea47129e17e3",1,-24,-4,71,4,2.21
4871,"zol",1.14,-0.64,1,NA,8000,319275,"64de7c1dc02bea47129e17e3",1,17,-15,71,5,1.14
4971,"zol",1.88,-0.58,1,NA,4188,323465,"64de7c1dc02bea47129e17e3",1,-14,7,71,6,1.88
5071,"zol",1.4,-0.4,1,NA,4129,327596,"64de7c1dc02bea47129e17e3",1,5,11,71,7,1.4
5171,"zol",0.91,-0.41,1,NA,6168,333766,"64de7c1dc02bea47129e17e3",1,-12,15,71,8,0.91
5271,"zol",1.69,0.11,1,NA,4788,338556,"64de7c1dc02bea47129e17e3",1,12,8,71,9,1.69
5371,"zol",1.69,-0.59,1,NA,4651,343209,"64de7c1dc02bea47129e17e3",1,-8,5,71,10,1.69
5471,"zol",2.05,0.45,1,NA,3867,347078,"64de7c1dc02bea47129e17e3",1,4,-20,71,11,2.05
5571,"zol",2.11,-0.01,1,NA,3459,350539,"64de7c1dc02bea47129e17e3",1,17,7,71,12,2.11
5671,"zol",1.88,-0.68,1,NA,4464,355008,"64de7c1dc02bea47129e17e3",1,23,14,71,13,1.88
5754,"zol",2.02,-0.32,1,NA,3610,358620,"64de7c1dc02bea47129e17e3",1,12,26,71,14,2.02
5854,"zol",1.91,-0.41,1,NA,2533,361156,"64de7c1dc02bea47129e17e3",1,-4,24,71,15,1.91
6425,"pog",343,289,2,362,4460,389928,"64de7c1dc02bea47129e17e3",1,0,0,71,1,19
6541,"pog",318,324,2,339,2135,392065,"64de7c1dc02bea47129e17e3",1,0,0,71,2,21
6641,"pog",348,360,2,367,3427,395494,"64de7c1dc02bea47129e17e3",1,0,0,71,3,19
6771,"pog",289,345,2,305,4021,399517,"64de7c1dc02bea47129e17e3",1,0,0,71,4,16
6871,"pog",292,360,2,308,4235,403754,"64de7c1dc02bea47129e17e3",1,0,0,71,5,16
6971,"pog",347,381,2,367,3559,407314,"64de7c1dc02bea47129e17e3",1,0,0,71,6,20
7071,"pog",287,321,2,311,3881,411197,"64de7c1dc02bea47129e17e3",1,0,0,71,7,24
7171,"pog",322,366,2,335,3716,414914,"64de7c1dc02bea47129e17e3",1,0,0,71,8,13
7271,"pog",355,389,2,371,2677,417592,"64de7c1dc02bea47129e17e3",1,0,0,71,9,16
7371,"pog",308,324,2,333,2670,420264,"64de7c1dc02bea47129e17e3",1,0,0,71,10,25
7471,"pog",299,311,2,321,3223,423488,"64de7c1dc02bea47129e17e3",1,0,0,71,11,22
7571,"pog",290,332,2,310,3338,426827,"64de7c1dc02bea47129e17e3",1,0,0,71,12,20
7671,"pog",331,373,2,359,3174,430004,"64de7c1dc02bea47129e17e3",1,0,0,71,13,28
7764,"pog",328,372,2,353,4274,434280,"64de7c1dc02bea47129e17e3",1,0,0,71,14,25
7864,"pog",340,334,2,357,4212,438493,"64de7c1dc02bea47129e17e3",1,0,0,71,15,17
8771,"pz",36,35,2,46,4574,492124,"64de7c1dc02bea47129e17e3",1,NA,NA,71,1,0.217391304347826
8871,"pz",39,40,2,41,1133,493258,"64de7c1dc02bea47129e17e3",1,NA,NA,71,2,0.048780487804878
8971,"pz",34,34,2,44,812,494071,"64de7c1dc02bea47129e17e3",1,NA,NA,71,3,0.227272727272727
9071,"pz",22,52,2,32,6250,500323,"64de7c1dc02bea47129e17e3",1,NA,NA,71,4,0.3125
9171,"pz",37,37,2,50,3457,503781,"64de7c1dc02bea47129e17e3",1,NA,NA,71,5,0.26
9271,"pz",33,30,2,51,2584,506367,"64de7c1dc02bea47129e17e3",1,NA,NA,71,6,0.352941176470588
9371,"pz",25,45,2,32,4550,510920,"64de7c1dc02bea47129e17e3",1,NA,NA,71,7,0.21875
9471,"pz",21,22,2,29,1938,512858,"64de7c1dc02bea47129e17e3",1,NA,NA,71,8,0.275862068965517
9571,"pz",21,25,2,28,3189,516048,"64de7c1dc02bea47129e17e3",1,NA,NA,71,9,0.25
9671,"pz",38,52,2,45,3894,519942,"64de7c1dc02bea47129e17e3",1,NA,NA,71,10,0.155555555555556
9771,"pz",29,20,2,53,4113,524057,"64de7c1dc02bea47129e17e3",1,NA,NA,71,11,0.452830188679245
9871,"pz",31,28,2,53,1260,525318,"64de7c1dc02bea47129e17e3",1,NA,NA,71,12,0.415094339622642
9960,"pz",39,56,2,50,3269,528587,"64de7c1dc02bea47129e17e3",1,NA,NA,71,13,0.22
10048,"pz",27,59,2,28,4241,532830,"64de7c1dc02bea47129e17e3",1,NA,NA,71,14,0.0357142857142857
10148,"pz",23,27,2,34,1693,534525,"64de7c1dc02bea47129e17e3",1,NA,NA,71,15,0.323529411764706
10771,"br",-24,2,1,250,4107,558454,"64de7c1dc02bea47129e17e3",1,1,-26,71,1,0.096
10871,"br",-19,23,1,255,2706,561161,"64de7c1dc02bea47129e17e3",1,-23,15,71,2,0.0745098039215686
10971,"br",-15,11,1,221,3264,564426,"64de7c1dc02bea47129e17e3",1,27,8,71,3,0.0678733031674208
11071,"br",-14,23,1,263,2209,566636,"64de7c1dc02bea47129e17e3",1,-21,-4,71,4,0.0532319391634981
11171,"br",-17,15,1,212,2078,568717,"64de7c1dc02bea47129e17e3",1,11,10,71,5,0.080188679245283
11271,"br",-20,-13,1,208,3660,572378,"64de7c1dc02bea47129e17e3",1,-15,8,71,6,0.0961538461538462
11371,"br",-27,-7,1,210,1596,573976,"64de7c1dc02bea47129e17e3",1,11,-21,71,7,0.128571428571429
11471,"br",-24,-6,1,298,2854,576831,"64de7c1dc02bea47129e17e3",1,17,10,71,8,0.0805369127516778
11571,"br",-23,1,1,269,2023,578855,"64de7c1dc02bea47129e17e3",1,26,-2,71,9,0.0855018587360595
11671,"br",-4,22,1,205,1787,580644,"64de7c1dc02bea47129e17e3",1,-4,-21,71,10,0.0195121951219512
11771,"br",-27,-12,1,231,1428,582074,"64de7c1dc02bea47129e17e3",1,-11,-21,71,11,0.116883116883117
11871,"br",-26,-19,1,220,1085,583162,"64de7c1dc02bea47129e17e3",1,29,2,71,12,0.118181818181818
11971,"br",-15,16,1,216,2418,585582,"64de7c1dc02bea47129e17e3",1,-4,-24,71,13,0.0694444444444444
12071,"br",-19,-29,1,241,2825,588408,"64de7c1dc02bea47129e17e3",1,3,16,71,14,0.0788381742738589
12171,"br",-27,-26,1,236,1152,589563,"64de7c1dc02bea47129e17e3",1,26,-22,71,15,0.114406779661017
12871,"eb",55,27,2,50,3609,611838,"64de7c1dc02bea47129e17e3",2,0,0,71,1,0.1
12971,"eb",35,52,2,28,2586,614424,"64de7c1dc02bea47129e17e3",2,0,0,71,2,0.25
13071,"eb",50,35,2,46,2649,617076,"64de7c1dc02bea47129e17e3",2,0,0,71,3,0.0869565217391304
13171,"eb",36,41,2,28,2253,619330,"64de7c1dc02bea47129e17e3",2,0,0,71,4,0.285714285714286
13271,"eb",44,47,2,38,2556,621887,"64de7c1dc02bea47129e17e3",2,0,0,71,5,0.157894736842105
13371,"eb",38,29,2,29,2470,624360,"64de7c1dc02bea47129e17e3",2,0,0,71,6,0.310344827586207
13471,"eb",41,30,2,36,2821,627182,"64de7c1dc02bea47129e17e3",2,0,0,71,7,0.138888888888889
13571,"eb",52,25,2,48,3518,630703,"64de7c1dc02bea47129e17e3",2,0,0,71,8,0.0833333333333333
13671,"eb",24,36,2,24,3238,633942,"64de7c1dc02bea47129e17e3",2,0,0,71,9,0
13771,"eb",51,28,2,41,3124,637069,"64de7c1dc02bea47129e17e3",2,0,0,71,10,0.24390243902439
13871,"eb",32,40,2,28,2527,639596,"64de7c1dc02bea47129e17e3",2,0,0,71,11,0.142857142857143
13971,"eb",57,49,2,51,2098,641695,"64de7c1dc02bea47129e17e3",2,0,0,71,12,0.117647058823529
14059,"eb",40,48,2,36,3182,644880,"64de7c1dc02bea47129e17e3",2,0,0,71,13,0.111111111111111
14145,"eb",41,51,2,32,1911,646794,"64de7c1dc02bea47129e17e3",2,0,0,71,14,0.28125
14232,"eb",37,49,2,29,2751,649546,"64de7c1dc02bea47129e17e3",2,0,0,71,15,0.275862068965517
14971,"pz",75,53,1,55,3595,676861,"64de7c1dc02bea47129e17e3",2,NA,NA,71,1,0.363636363636364
15071,"pz",48,21,1,32,2943,679805,"64de7c1dc02bea47129e17e3",2,NA,NA,71,2,0.5
15171,"pz",47,33,1,39,2111,681918,"64de7c1dc02bea47129e17e3",2,NA,NA,71,3,0.205128205128205
15271,"pz",37,35,1,24,1400,683319,"64de7c1dc02bea47129e17e3",2,NA,NA,71,4,0.541666666666667
15371,"pz",28,28,1,21,1696,685017,"64de7c1dc02bea47129e17e3",2,NA,NA,71,5,0.333333333333333
15471,"pz",59,34,1,49,2097,687115,"64de7c1dc02bea47129e17e3",2,NA,NA,71,6,0.204081632653061
15571,"pz",56,55,1,50,1217,688333,"64de7c1dc02bea47129e17e3",2,NA,NA,71,7,0.12
15671,"pz",46,27,1,34,1942,690276,"64de7c1dc02bea47129e17e3",2,NA,NA,71,8,0.352941176470588
15771,"pz",61,51,1,51,1571,691848,"64de7c1dc02bea47129e17e3",2,NA,NA,71,9,0.196078431372549
15871,"pz",39,20,1,24,2214,694064,"64de7c1dc02bea47129e17e3",2,NA,NA,71,10,0.625
15964,"pz",69,24,1,56,2678,696744,"64de7c1dc02bea47129e17e3",2,NA,NA,71,11,0.232142857142857
16057,"pz",39,36,1,38,1483,698228,"64de7c1dc02bea47129e17e3",2,NA,NA,71,12,0.0263157894736842
16142,"pz",41,29,1,27,1764,699994,"64de7c1dc02bea47129e17e3",2,NA,NA,71,13,0.518518518518518
16224,"pz",58,30,1,46,1976,701970,"64de7c1dc02bea47129e17e3",2,NA,NA,71,14,0.260869565217391
1639,"pz",64,37,1,51,1885,703856,"64de7c1dc02bea47129e17e3",2,NA,NA,71,15,0.254901960784314
16862,"zol",-1.25,-0.45,2,NA,3542,723611,"64de7c1dc02bea47129e17e3",2,6,8,71,1,1.25
16971,"zol",-1.77,0.57,2,NA,2665,726278,"64de7c1dc02bea47129e17e3",2,9,3,71,2,1.77
17071,"zol",-2.3,0.7,2,NA,2310,728591,"64de7c1dc02bea47129e17e3",2,24,10,71,3,2.3
17171,"zol",-1.41,-0.69,2,NA,2463,731056,"64de7c1dc02bea47129e17e3",2,22,-13,71,4,1.41
17271,"zol",-1.79,0.29,2,NA,3810,734867,"64de7c1dc02bea47129e17e3",2,-16,-5,71,5,1.79
17371,"zol",-2.01,0.51,2,NA,3283,738152,"64de7c1dc02bea47129e17e3",2,-12,-16,71,6,2.01
17471,"zol",-2.16,0.46,2,NA,2973,741127,"64de7c1dc02bea47129e17e3",2,-13,-26,71,7,2.16
17571,"zol",-2.1,0,2,NA,2254,743383,"64de7c1dc02bea47129e17e3",2,-5,-19,71,8,2.1
17671,"zol",-2.07,-0.13,2,NA,2157,745541,"64de7c1dc02bea47129e17e3",2,2,9,71,9,2.07
17771,"zol",-2.37,-0.53,2,NA,3168,748712,"64de7c1dc02bea47129e17e3",2,1,-13,71,10,2.37
17871,"zol",-2.07,-0.63,2,NA,1657,750372,"64de7c1dc02bea47129e17e3",2,-1,21,71,11,2.07
17964,"zol",-3.03,0.73,2,NA,1666,752040,"64de7c1dc02bea47129e17e3",2,29,-10,71,12,3.03
18045,"zol",-2.6,0.4,2,NA,2267,754309,"64de7c1dc02bea47129e17e3",2,3,-13,71,13,2.6
18135,"zol",-3.31,0.21,2,NA,1874,756185,"64de7c1dc02bea47129e17e3",2,28,-21,71,14,3.31
18220,"zol",-2.75,0.45,2,NA,1478,757665,"64de7c1dc02bea47129e17e3",2,1,-10,71,15,2.75
18871,"pog",170,126,1,161,2702,775821,"64de7c1dc02bea47129e17e3",2,0,0,71,1,9
18971,"pog",154,148,1,153,2208,778031,"64de7c1dc02bea47129e17e3",2,0,0,71,2,1
19071,"pog",199,165,1,199,1834,779866,"64de7c1dc02bea47129e17e3",2,0,0,71,3,0
19171,"pog",142,102,1,137,1988,781855,"64de7c1dc02bea47129e17e3",2,0,0,71,4,5
19271,"pog",142,172,1,142,2231,784088,"64de7c1dc02bea47129e17e3",2,0,0,71,5,0
19371,"pog",167,183,1,165,1425,785516,"64de7c1dc02bea47129e17e3",2,0,0,71,6,2
19471,"pog",165,153,1,163,2199,787716,"64de7c1dc02bea47129e17e3",2,0,0,71,7,2
19571,"pog",168,152,1,158,1708,789425,"64de7c1dc02bea47129e17e3",2,0,0,71,8,10
19671,"pog",183,151,1,167,1460,790887,"64de7c1dc02bea47129e17e3",2,0,0,71,9,16
19771,"pog",200,202,1,181,801,791689,"64de7c1dc02bea47129e17e3",2,0,0,71,10,19
19871,"pog",194,118,1,179,3963,795654,"64de7c1dc02bea47129e17e3",2,0,0,71,11,15
19971,"pog",187,123,1,182,3537,799192,"64de7c1dc02bea47129e17e3",2,0,0,71,12,5
20050,"pog",163,203,1,155,2528,801722,"64de7c1dc02bea47129e17e3",2,0,0,71,13,8
20130,"pog",184,106,1,182,3130,804853,"64de7c1dc02bea47129e17e3",2,0,0,71,14,2
20217,"pog",207,199,1,198,1680,806535,"64de7c1dc02bea47129e17e3",2,0,0,71,15,9
20671,"br",23,19,2,258,1600,818470,"64de7c1dc02bea47129e17e3",2,-22,5,71,1,0.0891472868217054
20771,"br",19,-3,2,208,1865,820337,"64de7c1dc02bea47129e17e3",2,30,-5,71,2,0.0913461538461538
20871,"br",22,13,2,245,1525,821863,"64de7c1dc02bea47129e17e3",2,-22,15,71,3,0.0897959183673469
20971,"br",21,12,2,225,1501,823365,"64de7c1dc02bea47129e17e3",2,17,22,71,4,0.0933333333333333
21071,"br",12,-13,2,214,1737,825103,"64de7c1dc02bea47129e17e3",2,24,-27,71,5,0.0560747663551402
21171,"br",19,-9,2,247,1764,826867,"64de7c1dc02bea47129e17e3",2,-27,26,71,6,0.0769230769230769
21271,"br",18,29,2,233,1416,828285,"64de7c1dc02bea47129e17e3",2,30,-13,71,7,0.0772532188841202
21371,"br",16,-9,2,240,1630,829916,"64de7c1dc02bea47129e17e3",2,-8,1,71,8,0.0666666666666667
21471,"br",11,-19,2,297,2178,832095,"64de7c1dc02bea47129e17e3",2,-26,27,71,9,0.037037037037037
21571,"br",18,17,2,246,951,833046,"64de7c1dc02bea47129e17e3",2,-2,23,71,10,0.0731707317073171
21671,"br",25,8,2,226,1336,834384,"64de7c1dc02bea47129e17e3",2,-24,-10,71,11,0.110619469026549
21771,"br",17,-15,2,208,1903,836290,"64de7c1dc02bea47129e17e3",2,28,-15,71,12,0.0817307692307692
21871,"br",15,-14,2,236,1768,838058,"64de7c1dc02bea47129e17e3",2,-3,21,71,13,0.0635593220338983
21971,"br",31,6,2,261,1551,839610,"64de7c1dc02bea47129e17e3",2,-29,18,71,14,0.118773946360153
22071,"br",19,12,2,297,1058,840670,"64de7c1dc02bea47129e17e3",2,-11,-19,71,15,0.063973063973064
2237,"pog",346,364,2,370,8000,199504,"64e50b261a36c9895c1cd5ee",1,0,0,72,1,24
2337,"pog",270,348,2,306,8000,207506,"64e50b261a36c9895c1cd5ee",1,0,0,72,2,36
2455,"pog",292,314,2,305,8000,215512,"64e50b261a36c9895c1cd5ee",1,0,0,72,3,13
2572,"pog",309,283,2,343,8000,223520,"64e50b261a36c9895c1cd5ee",1,0,0,72,4,34
2672,"pog",336,294,2,357,8000,231523,"64e50b261a36c9895c1cd5ee",1,0,0,72,5,21
2772,"pog",295,389,2,322,8000,239530,"64e50b261a36c9895c1cd5ee",1,0,0,72,6,27
2872,"pog",355,355,2,372,2594,242129,"64e50b261a36c9895c1cd5ee",1,0,0,72,7,17
2972,"pog",290,356,2,302,8000,250134,"64e50b261a36c9895c1cd5ee",1,0,0,72,8,12
3072,"pog",394,394,2,322,103,250240,"64e50b261a36c9895c1cd5ee",1,0,0,72,9,-72
3172,"pog",382,382,2,376,3365,253606,"64e50b261a36c9895c1cd5ee",1,0,0,72,10,-6
3272,"pog",320,292,2,352,8000,261610,"64e50b261a36c9895c1cd5ee",1,0,0,72,11,32
3372,"pog",295,385,2,303,6675,268288,"64e50b261a36c9895c1cd5ee",1,0,0,72,12,8
3472,"pog",330,384,2,343,8000,276298,"64e50b261a36c9895c1cd5ee",1,0,0,72,13,13
3572,"pog",348,350,2,351,5984,282285,"64e50b261a36c9895c1cd5ee",1,0,0,72,14,3
3672,"pog",330,332,2,331,8000,290289,"64e50b261a36c9895c1cd5ee",1,0,0,72,15,1
4562,"pz",18,44,2,33,7192,364892,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,1,0.454545454545455
4662,"pz",20,47,2,27,7353,372248,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,2,0.259259259259259
4772,"pz",18,20,2,31,5112,377362,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,3,0.419354838709677
4872,"pz",30,46,2,42,6554,383920,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,4,0.285714285714286
4972,"pz",24,43,2,30,7075,390998,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,5,0.2
5072,"pz",34,34,2,55,5070,396071,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,6,0.381818181818182
5172,"pz",37,54,2,53,8000,404075,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,7,0.30188679245283
5272,"pz",18,38,2,20,8000,412083,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,8,0.1
5372,"pz",23,51,2,30,7454,419540,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,9,0.233333333333333
5472,"pz",21,21,2,26,8000,427549,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,10,0.192307692307692
5572,"pz",40,35,2,55,7302,434854,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,11,0.272727272727273
5672,"pz",33,42,2,40,8000,442860,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,12,0.175
5755,"pz",41,35,2,55,6933,449796,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,13,0.254545454545455
5855,"pz",28,40,2,37,8000,457804,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,14,0.243243243243243
5932,"pz",36,50,2,47,8000,465807,"64e50b261a36c9895c1cd5ee",1,NA,NA,72,15,0.234042553191489
6542,"br",-7,-8,1,292,4257,508549,"64e50b261a36c9895c1cd5ee",1,21,-23,72,1,0.023972602739726
6642,"br",-12,-30,1,239,8000,516552,"64e50b261a36c9895c1cd5ee",1,-11,8,72,2,0.0502092050209205
6772,"br",-14,-30,1,245,8000,524555,"64e50b261a36c9895c1cd5ee",1,21,13,72,3,0.0571428571428571
6872,"br",-4,4,1,216,5937,530495,"64e50b261a36c9895c1cd5ee",1,-29,-16,72,4,0.0185185185185185
6972,"br",-1,22,1,239,8000,538501,"64e50b261a36c9895c1cd5ee",1,-5,0,72,5,0.00418410041841004
7072,"br",-4,-4,1,296,4403,542907,"64e50b261a36c9895c1cd5ee",1,-10,3,72,6,0.0135135135135135
7172,"br",-1,26,1,212,6078,548988,"64e50b261a36c9895c1cd5ee",1,-27,27,72,7,0.00471698113207547
7272,"br",-9,-18,1,290,7293,556284,"64e50b261a36c9895c1cd5ee",1,-9,9,72,8,0.0310344827586207
7372,"br",-3,29,1,220,8000,564287,"64e50b261a36c9895c1cd5ee",1,11,16,72,9,0.0136363636363636
7472,"br",-11,-11,1,286,3707,568002,"64e50b261a36c9895c1cd5ee",1,-5,4,72,10,0.0384615384615385
7572,"br",-2,7,1,277,4164,572169,"64e50b261a36c9895c1cd5ee",1,-13,-25,72,11,0.0072202166064982
7672,"br",-7,-21,1,213,5735,577907,"64e50b261a36c9895c1cd5ee",1,6,-15,72,12,0.0328638497652582
7765,"br",-4,25,1,293,8000,585909,"64e50b261a36c9895c1cd5ee",1,19,-11,72,13,0.0136518771331058
7865,"br",-8,-20,1,223,8000,593918,"64e50b261a36c9895c1cd5ee",1,24,-15,72,14,0.0358744394618834
7946,"br",-4,19,1,284,8000,601926,"64e50b261a36c9895c1cd5ee",1,-13,-15,72,15,0.0140845070422535
8772,"eb",36,29,1,45,8000,666264,"64e50b261a36c9895c1cd5ee",1,0,0,72,1,0.2
8872,"eb",35,29,1,44,6112,672379,"64e50b261a36c9895c1cd5ee",1,0,0,72,2,0.204545454545455
8972,"eb",20,35,1,26,6006,678386,"64e50b261a36c9895c1cd5ee",1,0,0,72,3,0.230769230769231
9072,"eb",23,50,1,28,8000,686391,"64e50b261a36c9895c1cd5ee",1,0,0,72,4,0.178571428571429
9172,"eb",24,49,1,30,8000,694400,"64e50b261a36c9895c1cd5ee",1,0,0,72,5,0.2
9272,"eb",45,31,1,52,7942,702345,"64e50b261a36c9895c1cd5ee",1,0,0,72,6,0.134615384615385
9372,"eb",37,40,1,44,8000,710353,"64e50b261a36c9895c1cd5ee",1,0,0,72,7,0.159090909090909
9472,"eb",31,35,1,38,6292,716650,"64e50b261a36c9895c1cd5ee",1,0,0,72,8,0.184210526315789
9572,"eb",23,42,1,28,8000,724652,"64e50b261a36c9895c1cd5ee",1,0,0,72,9,0.178571428571429
9672,"eb",38,38,1,44,2905,727563,"64e50b261a36c9895c1cd5ee",1,0,0,72,10,0.136363636363636
9772,"eb",26,34,1,32,6352,733916,"64e50b261a36c9895c1cd5ee",1,0,0,72,11,0.1875
9872,"eb",41,52,1,50,6611,740530,"64e50b261a36c9895c1cd5ee",1,0,0,72,12,0.18
9961,"eb",37,48,1,44,4211,744742,"64e50b261a36c9895c1cd5ee",1,0,0,72,13,0.159090909090909
10049,"eb",25,40,1,30,8000,752753,"64e50b261a36c9895c1cd5ee",1,0,0,72,14,0.166666666666667
10149,"eb",21,30,1,25,5123,757879,"64e50b261a36c9895c1cd5ee",1,0,0,72,15,0.16
10772,"zol",-1.16,-0.24,2,NA,8000,811555,"64e50b261a36c9895c1cd5ee",1,22,-14,72,1,1.16
10872,"zol",-0.78,-0.32,2,NA,8000,819561,"64e50b261a36c9895c1cd5ee",1,-10,-16,72,2,0.78
10972,"zol",-1.1,-0.6,2,NA,8000,827568,"64e50b261a36c9895c1cd5ee",1,-11,-22,72,3,1.1
11072,"zol",-0.89,0.49,2,NA,8000,835570,"64e50b261a36c9895c1cd5ee",1,19,-8,72,4,0.89
11172,"zol",-1.32,0.32,2,NA,8000,843576,"64e50b261a36c9895c1cd5ee",1,-2,-28,72,5,1.32
11272,"zol",-1.31,0.21,2,NA,8000,851585,"64e50b261a36c9895c1cd5ee",1,-10,-24,72,6,1.31
11372,"zol",-0.77,0.67,2,NA,4760,856351,"64e50b261a36c9895c1cd5ee",1,5,-23,72,7,0.77
11472,"zol",-1.62,-0.18,2,NA,8000,864353,"64e50b261a36c9895c1cd5ee",1,-24,16,72,8,1.62
11572,"zol",-1.11,-0.59,2,NA,8000,872360,"64e50b261a36c9895c1cd5ee",1,-2,-1,72,9,1.11
11672,"zol",-0.75,-0.65,2,NA,8000,880369,"64e50b261a36c9895c1cd5ee",1,-26,-11,72,10,0.75
11772,"zol",-0.65,-0.05,2,NA,8000,888376,"64e50b261a36c9895c1cd5ee",1,-23,-8,72,11,0.65
11872,"zol",-0.8,-0.1,2,NA,8000,896385,"64e50b261a36c9895c1cd5ee",1,18,-21,72,12,0.8
